F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-jmahonin@interset.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-samarth@apache.org,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F85,F73,F84,F146,F147,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,756,1,1977,2,748,749,
10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,756,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
397,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
397,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
397,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,1,1977,2,748,749,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,1,1977,2,748,749,
150,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,896,1,1977,2,748,749,
72,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,818,1,1977,2,748,749,
72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,818,1,1977,2,748,749,
72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,818,1,1977,2,748,749,
72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,818,1,1977,2,748,749,
510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
568,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1314,1,1977,2,748,749,
568,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1314,1,1977,2,748,749,
568,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1314,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,1,1977,2,748,749,
335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,1,1977,2,748,749,
335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,1,1977,2,748,749,
176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,1,1977,2,748,749,
196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,1,1977,2,748,749,
29,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,774,1,1977,2,748,749,
29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,1,1977,2,748,749,
29,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,774,1,1977,2,748,749,
29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,1,1977,2,748,749,
29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,905,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
52,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,798,1,1977,2,748,749,
483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1229,1,1977,2,748,749,
483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1229,1,1977,2,748,749,
483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1229,1,1977,2,748,749,
483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1229,1,1977,2,748,749,
483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1229,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,798,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1067,1,1977,2,748,749,
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1067,1,1977,2,748,749,
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1067,1,1977,2,748,749,
230,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,976,1,1977,2,748,749,
230,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,976,1,1977,2,748,749,
230,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,976,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,1,1977,2,748,749,
209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,1,1977,2,748,749,
209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,1,1977,2,748,749,
209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
216,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,963,1,1977,2,748,749,
247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,1,1977,2,748,749,
247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,1,1977,2,748,749,
247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,1,1977,2,748,749,
247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,1,1977,2,748,749,
247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,1,1977,2,748,749,
573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,1,1977,2,748,749,
18,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,764,1,1977,2,748,749,
18,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,764,1,1977,2,748,749,
191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,1977,2,748,749,
191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,1977,2,748,749,
411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1157,1,1977,2,748,749,
411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1157,1,1977,2,748,749,
411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1157,1,1977,2,748,749,
411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1157,1,1977,2,748,749,
411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1157,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,1977,2,748,749,
511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
504,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1250,1,1977,2,748,749,
504,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1250,1,1977,2,748,749,
504,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1250,1,1977,2,748,749,
504,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1250,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
270,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1016,1,1977,2,748,749,
568,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1314,1,1977,2,748,749,
568,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1314,1,1977,2,748,749,
568,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1314,1,1977,2,748,749,
568,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1314,1,1977,2,748,749,
99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,844,1,1977,2,748,749,
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,836,1,1977,2,748,749,
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,836,1,1977,2,748,749,
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,836,1,1977,2,748,749,
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,836,1,1977,2,748,749,
522,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1,1977,2,748,749,
423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,1,1977,2,748,749,
212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
