F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-CommandType,F16-List<String>,F16-String[],F16-XAResource[],F16-NA,F16-void,F16-byte[],F16-int,F16-InternalMessage,F16-Color,F16-boolean,F16-String,F16-MessageMetaData_0_10,F16-ConstantExpression,F16-InitialDirContext,F16-ManagedObject,F16-Reader,F16-BigDecimal,F16-Message,F16-HttpURLConnection,F3-NA,F3-Integer,F3-Class,F3-Long,F3-Destination,F3-Map<String Object>,F3-Session.AUTO_ACKNOWLEDGE,F3-TimeUnit,F3-InputStream,F3-null,F3-byte[],F3-boolean,F3-MarkableDataInput,F3-getTaskExecutor().getExecutor(),F3-SimplePropertyValue,F3-String,F3-long,F3-State.DELETED,F3-int,F3-String[],F7--,F7-/,F7-++,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-BigInteger,F12-NA,F12-boolean,F12-Logger,F12-UnsignedShort[],F12-Map<String ConfiguredObjectRecord>,F12-String,F12-CountDownLatch,F12-Comparator<Map>[],F12-Outcome[],F12-byte,F12-ConfiguredObjectRecord,F12-JMSException,F12-AtomicInteger,F12-UUID,F12-AtomicReference<Notification>,F12-TestCommand,F12-UnsignedByte[],F17-final,F17-static,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-FileOutputStream,F2-SelectorParserTokenManager,F2-NA,F2-Map<String Object>,F2-AbstractQueueTestBase,F2-SimpleCharStream,F2-Buffer,F2-Object,F2-Connection,F2-String,F2-URLConnection,F2-ConnectionEndpoint,F2-CountDownLatch,F2-ByteBuffer,F2-System,F2-Boolean,F2-File,F2-PlainPasswordFilePrincipalDatabaseTest,F6-org.apache.qpid.filter.selector.Token,F6-java.io.BufferedWriter,F6-org.apache.qpid.disttest.client.property.SimplePropertyValue,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-org.apache.qpid.test.client.destination.AMQAnyDestination,F6-java.io.InputStreamReader,F6-org.apache.qpid.server.security.auth.UsernamePrincipal,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.Boolean,F6-java.lang.StringBuilder,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-java.io.BufferedReader,F6-org.apache.qpid.test.unit.client.connection.AMQConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-readByte,F1-createConsumer,F1-getTestName,F1-ReInit,F1-delete,F1-NA,F1-setState,F1-immediateFuture,F1-hasRemaining,F1-assertEquals,F1-write,F1-createSession,F1-listFiles,F1-toLowerCase,F1-getAbsolutePath,F1-put,F1-writeObject,F1-createTempFile,F1-readUnsignedShort,F1-readAMQShortString,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AMQMethodBodyImpl,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.io.DataInputStream,F5-java.util.AbstractSet,F5-java.util.HashMap,F9-branchId,F9-name,F9-data,F9-records,F9-NA,F9-appId,F9-globalId,F9-response,F9-userId,F9-type,F9-_major,F9-_minor,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-SaslServer,F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-UUID,F4-Statement,F4-XATopicConnection,F4-KeyStore,F4-Connection,F4-byte[],F4-Object,F4-File,F4-void,F4-String,F4-int,F4-ServerMessage,F4-OutputStream,F8-AMQPProtocolVersionWrapper,F8-Command,F8-SessionDetach,F8-MessageProperties,F8-Payload,F8-Xid,F8-NA,F8-SessionDetached,F8-ConnectionStartOk,F8-DurableConfigurationStoreStub,F8-SessionAttached,F8-SessionAttach,F11-_underlying,F11-NA,F11-TYPE_CODES,F11-EXTERNAL_AUTHENTICATION_PROVIDER,F11-_exception,F11-_lastUse,F11-ACCEPTED,F11-TEST1_VIRTUALHOST,F11-_key,F11-_rollOnRestart,F11-_fileName,F11-CLASS_ID,F11-_connection,F11-QPID_MAX_SIZE,F11-cachedValues,F11-DEFAULT_LOG_WAIT,F11-_isFirst,F11-METHOD_ID,F11-LOGGER,F11-UTF8_CHARSET,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F73,F84,F146,category
7525,org/apache/qpid/test/unit/client/message,org/apache/qpid/test/unit/client/message/StreamMessageTest.java,3126,true,27,35,1148,1,8,130,1,10,0.2286634460547504,535,48,0.08971962616822429,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,18,2,8,0.011204481792717087,0.004201680672268907,0.003734827264239029,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,7,5662,3126,7525,0,0.0,0,0,0,0,0.0,159,0,1,160,0,159,0,0.05037783375314862,0,1358,0,622,18,0,1998,736,0.06296234724359688,39,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1900,7773,39,1900,open
7525,org/apache/qpid/test/unit/client/message,org/apache/qpid/test/unit/client/message/StreamMessageTest.java,3126,true,27,35,1148,1,8,130,1,10,0.22705314009661837,535,48,0.08971962616822429,0.2962962962962963,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,18,2,8,0.011204481792717087,0.004201680672268907,0.003734827264239029,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,7,5662,3126,7525,0,0.0,0,0,0,0,0.0,159,0,1,160,0,159,0,0.05037783375314862,0,1358,0,622,18,0,1998,736,0.06296234724359688,39,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1900,7773,39,1900,open
7525,org/apache/qpid/test/unit/client/message,org/apache/qpid/test/unit/client/message/StreamMessageTest.java,3126,true,27,35,1148,1,8,130,1,10,0.23027375201288244,535,48,0.08971962616822429,0.37037037037037035,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,PERFORMANCE,0.028145695364238412,DM_NUMBER_CTOR,20,3,8,0.011204481792717087,0.004201680672268907,0.003734827264239029,-1.0,0.11764705882352941,0.005767012687427912,0.17228464419475656,0.13441430093673498,-0.7254901960784313,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,7,5662,3126,7525,0,0.0,0,0,0,0,0.0,159,0,1,160,0,159,0,0.05037783375314862,0,1358,0,622,18,0,1998,736,0.06296234724359688,39,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1900,7773,39,1900,open
7525,org/apache/qpid/test/unit/client/message,org/apache/qpid/test/unit/client/message/StreamMessageTest.java,3126,true,42,35,1148,1,23,130,12,10,0.71658615136876,535,48,0.08971962616822429,0.47747747747747743,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,STYLE,0.016004415011037526,SF_SWITCH_NO_DEFAULT,19,2,1,0.011204481792717087,0.004201680672268907,4.6685340802987864E-4,-1.0,0.0,0.0,0.19409937888198758,0.1983117923895596,-0.9655172413793104,0.0,0.06898454746136866,1109.804347826087,-1.0,-1.0,7,5662,3126,7525,0,0.0,0,0,0,0,0.0,159,0,1,160,0,159,0,0.05037783375314862,0,1358,0,622,18,0,1998,736,0.06296234724359688,39,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1900,7773,39,1900,open
6321,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/JMSPropertiesTest.java,2541,true,24,4,469,1,8,97,2,7,0.8970588235294118,137,36,0.26277372262773724,0.375,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,I18N,0.07505518763796909,DM_DEFAULT_ENCODING,19,1,1,0.004668534080298786,4.6685340802987864E-4,4.6685340802987864E-4,-1.0,0.11764705882352941,0.05190311418685121,0.16042780748663102,0.0018556117958445741,-0.6985294117647058,0.0,0.016556291390728478,914.4331550802139,-1.0,-1.0,5,2529,1428,4392,1,0.0,0,1,0,2,7.374631268436578E-5,61,177,6,244,0,-116,0,0.06402937405011885,0,276,0,420,29,0,725,-144,0.033692059544412255,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1900,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,14,46,469,1,16,97,5,7,0.5799522673031027,349,20,0.05730659025787966,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,PERFORMANCE,0.006070640176600441,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,2,0.004668534080298786,0.0032679738562091504,9.337068160597573E-4,-1.0,0.18181818181818182,0.008264462809917356,0.17228464419475656,0.13441430093673498,-0.6363636363636364,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,14,46,469,1,16,97,5,7,0.6276849642004774,349,20,0.05730659025787966,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,PERFORMANCE,0.006070640176600441,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.004668534080298786,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.18181818181818182,0.008264462809917356,0.17228464419475656,0.13441430093673498,-0.6363636363636364,0.0,0.025386313465783666,1086.314606741573,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,3,46,469,1,8,97,1,7,0.1766109785202864,349,20,0.05730659025787966,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,MALICIOUS_CODE,0.0369757174392936,EI_EXPOSE_REP,18,2,1,0.004668534080298786,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.014925373134328358,0.0012252171975941188,0.07317073170731707,0.25925357415252304,-0.9701492537313433,0.0,0.006622516556291391,1169.8353658536585,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,3,46,469,1,8,97,1,7,0.18854415274463007,349,20,0.05730659025787966,0.6666666666666666,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,MALICIOUS_CODE,0.03200883002207505,EI_EXPOSE_REP2,18,2,1,0.004668534080298786,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.05172413793103448,0.004087395957193817,0.07317073170731707,0.25925357415252304,-0.896551724137931,0.0,0.006622516556291391,1169.8353658536585,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,14,46,469,1,16,97,5,7,0.48448687350835323,349,20,0.05730659025787966,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,CORRECTNESS,0.0027593818984547464,NP_NULL_PARAM_DEREF_NONVIRTUAL,6,1,1,0.004668534080298786,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.0,0.0,0.1111111111111111,0.16972252209099487,-1.0,0.0,0.008830022075055188,1372.1458333333333,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,14,46,469,1,16,97,5,7,0.5799522673031027,349,20,0.05730659025787966,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,CORRECTNESS,0.0027593818984547464,NP_NULL_PARAM_DEREF_NONVIRTUAL,6,1,2,0.004668534080298786,0.0032679738562091504,9.337068160597573E-4,-1.0,0.0,0.0,0.1111111111111111,0.16972252209099487,-1.0,0.0,0.008830022075055188,1372.1458333333333,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
7243,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/NonQpidMessage.java,3072,true,14,46,469,1,16,97,5,7,0.5322195704057279,349,20,0.05730659025787966,0.5714285714285714,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,CORRECTNESS,0.0027593818984547464,NP_NULL_PARAM_DEREF_NONVIRTUAL,6,1,1,0.004668534080298786,0.0032679738562091504,4.6685340802987864E-4,-1.0,0.0,0.0,0.1111111111111111,0.16972252209099487,-1.0,0.0,0.008830022075055188,1372.1458333333333,-1.0,-1.0,3,5380,3072,7243,1,0.0,0,1,0,2,7.374631268436578E-5,0,0,0,0,0,0,0,0.0,0,276,0,420,29,0,725,-144,0.033692059544412255,2281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4142,7773,39,1900,open
6117,org/apache/qpid/test/unit/message,org/apache/qpid/test/unit/message/UTF8Test.java,2443,true,6,5,469,1,8,97,1,7,0.6161616161616161,56,29,0.5178571428571429,0.5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,BAD_PRACTICE,0.004415011037527594,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,1,0.004668534080298786,4.6685340802987864E-4,4.6685340802987864E-4,-1.0,0.375,0.007102272727272727,0.11971830985915492,0.22049559888677103,-0.125,0.0,0.018763796909492272,1385.5281690140846,-1.0,-1.0,5,1363,645,3226,1,0.0,0,1,0,2,7.374631268436578E-5,5,80,8,93,0,-75,0,0.0463895075871615,0,276,0,420,29,0,725,-144,0.033692059544412255,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1900,7773,39,1900,open
