F83,F71-grobmeier@apache.org,F71-rpopma@unknown,F71-rgoers@apache.org,F71-mattsicker@apache.org,F71-nickwilliams@unknown,F71-remkop@yahoo.com,F71-mattsicker@unknown,F71-sdeboy@apache.org,F71-bbrouwer@unknown,F71-ggregory@apache.org,F71-rgoers@nextiva.com,F71-rpopma@apache.org,F71-ralph.goers@dslextreme.com,F71-carnold@apache.org,F71-garydgregory@gmail.com,F74,F85,F73,F84,F146,F147,
920,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5772,1,8968,847,5699,4855,
394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4883,1,8968,2,4854,4855,
31,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
31,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
1256,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6108,1,8968,2,4854,4855,
1256,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6108,1,8968,2,4854,4855,
31,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
31,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
339,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5191,1,8968,9,4861,4855,
1376,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,6228,1,8968,9,4861,4855,
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
394,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,5245,1,8968,2,4854,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
339,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5191,1,8968,9,4861,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
351,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,5203,1,2841,2,4854,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,2,4854,4855,
427,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5273,1,2841,2,4854,4855,
427,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,5273,1,2841,2,4854,4855,
1148,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,2,4854,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,2,4854,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,2,4854,4855,
31,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
31,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4883,1,8968,2,4854,4855,
393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5244,1,8968,154,5006,4855,
393,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5244,1,8968,154,5006,4855,
1552,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6404,1,8968,154,5006,4855,
1552,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6404,1,8968,154,5006,4855,
154,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,5006,1,8968,154,5006,4855,
1148,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6000,1,8968,154,5006,4855,
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5055,1,8968,154,5006,4855,
203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5055,1,8968,154,5006,4855,
203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5055,1,8968,154,5006,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,154,5006,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,154,5006,4855,
2544,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7397,1,8968,51,4903,4855,
2544,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7397,1,8968,51,4903,4855,
2544,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7397,1,8968,51,4903,4855,
1494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6346,1,8968,51,4903,4855,
1456,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
1456,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6308,1,8968,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4903,1,8968,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4903,1,8968,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4903,1,8968,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4903,1,2860,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4903,1,2860,51,4903,4855,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4903,1,2860,51,4903,4855,
1148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,1148,6000,4855,
608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5459,1,8968,608,5459,4855,
608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5459,1,8968,608,5459,4855,
51,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,4903,1,8968,51,4903,4855,
51,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,4903,1,8968,51,4903,4855,
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,1,8968,51,4903,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,51,4903,4855,
1487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6339,1,8968,51,4903,4855,
1487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6339,1,8968,51,4903,4855,
1465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6317,1,8968,703,5555,4855,
1465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6317,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5555,1,8968,703,5555,4855,
703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5555,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
1465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6317,1,8968,703,5555,4855,
1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6000,1,8968,703,5555,4855,
267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5119,1,8968,267,5119,4855,
1165,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6017,1,8968,9,4861,4855,
1511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6363,1,4241,9,4861,4855,
395,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5277,1,8968,9,4861,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,9,4861,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,9,4861,4855,
1510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6362,1,4241,9,4861,4855,
1510,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6362,1,4241,9,4861,4855,
395,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,5277,1,8968,9,4861,4855,
9,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,4861,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
939,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5791,1,8968,9,4861,4855,
394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5245,1,8968,9,4861,4855,
394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5245,1,8968,9,4861,4855,
1507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6359,1,8968,9,4861,4855,
1507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6359,1,8968,9,4861,4855,
1507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6359,1,8968,9,4861,4855,
395,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5277,1,8968,9,4861,4855,
1505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6357,1,8968,9,4861,4855,
1505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6357,1,8968,9,4861,4855,
1506,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6358,1,4241,9,4861,4855,
1506,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6358,1,4241,9,4861,4855,
395,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5277,1,8968,9,4861,4855,
1505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6357,1,8968,9,4861,4855,
1505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6357,1,8968,9,4861,4855,
135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4987,1,8968,36,4888,4855,
135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4987,1,8968,135,4987,4855,
135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4987,1,8968,135,4987,4855,
135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4987,1,8968,135,4987,4855,
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5227,1,8968,376,5227,4855,
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5227,1,8968,376,5227,4855,
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5227,1,8968,376,5227,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5245,1,8968,376,5227,4855,
71,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4923,1,8968,70,4922,4855,
1963,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6816,1,8968,70,4922,4855,
1963,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6816,1,8968,70,4922,4855,
1963,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6816,1,8968,70,4922,4855,
1963,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6816,1,8968,70,4922,4855,
1963,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6816,1,8968,70,4922,4855,
1674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6526,1,8968,70,4922,4855,
82,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4934,1,8968,70,4922,4855,
1681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6533,1,8968,70,4922,4855,
1681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6533,1,8968,70,4922,4855,
1676,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6528,1,8968,70,4922,4855,
1676,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6528,1,8968,70,4922,4855,
1676,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6528,1,8968,70,4922,4855,
576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5424,1,8968,70,4922,4855,
112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4964,1,8968,70,4922,4855,
577,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5425,1,8968,70,4922,4855,
403,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5250,1,8968,70,4922,4855,
246,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,5098,1,1275,246,5098,4855,
246,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,5098,1,1275,246,5098,4855,
2542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7395,1,8968,246,5098,4855,
1128,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5980,1,8968,246,5098,4855,
1128,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5980,1,8968,246,5098,4855,
246,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,5098,1,8968,246,5098,4855,
246,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5098,1,8968,246,5098,4855,
246,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5098,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
250,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,5101,1,2860,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5245,1,8968,246,5098,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5577,1,8968,202,5053,4855,
719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5567,1,8968,202,5053,4855,
719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5567,1,8968,202,5053,4855,
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5564,1,8968,202,5053,4855,
