F83,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ramkrishna.s.vasudevan@intel.com,F71-jamestaylor@apache.org,F71-jtaylor@salesforce.com,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-anoopsamjohn@gmail.com,F71-greid@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F74,F85,F73,F84,F146,F147,
244,0,0,1,0,0,0,0,0,0,1,0,0,1914,1,1977,244,1914,1673,
85,1,0,1,0,0,0,0,0,0,1,1,0,1755,1,1977,41,1712,1673,
85,1,0,1,0,0,0,0,0,0,1,1,0,1755,1,1977,41,1712,1673,
85,1,0,1,0,0,0,0,0,0,1,1,0,1755,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
3,0,0,0,0,0,0,1,0,0,0,0,0,1673,1,1977,3,1673,1673,
3,0,0,0,0,0,0,1,0,0,1,0,0,1673,1,1977,3,1673,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
3,0,0,0,0,0,0,1,0,0,1,0,0,1673,1,1977,3,1673,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,3,1673,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,30,1700,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,0,0,0,0,0,0,0,1,0,0,1918,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,0,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,1,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,1,0,0,1712,1,1977,41,1712,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
99,0,0,1,0,0,0,0,0,0,1,0,0,1769,1,1977,99,1769,1673,
248,0,0,1,1,0,0,0,0,0,1,0,0,1918,1,1977,10,1680,1673,
46,1,0,1,1,1,0,0,0,0,1,0,0,1716,1,1977,10,1680,1673,
46,1,0,1,1,1,0,0,0,0,1,0,0,1716,1,1977,10,1680,1673,
46,0,0,1,0,0,0,0,0,0,0,0,0,1716,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
10,1,0,1,1,0,0,0,0,0,1,0,0,1680,1,1977,10,1680,1673,
144,0,0,1,1,0,0,0,0,0,1,0,0,1816,1,1977,10,1680,1673,
182,1,0,1,1,0,0,0,0,0,1,0,0,1852,1,1977,10,1680,1673,
12,1,0,1,1,1,0,0,0,0,1,0,0,1682,1,1977,4,1674,1673,
12,1,0,1,1,1,0,0,0,0,1,0,0,1682,1,1977,4,1674,1673,
12,1,0,1,1,1,0,0,0,0,1,0,0,1682,1,1977,4,1674,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,4,1674,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,4,1674,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,4,1674,1673,
4,1,0,1,1,0,0,0,0,0,1,0,0,1674,1,1977,4,1674,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,4,1674,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,4,1674,1673,
116,0,0,1,1,0,0,1,0,0,1,0,0,1786,1,1977,4,1674,1673,
226,1,0,1,1,0,0,0,0,0,1,0,0,1896,1,1977,4,1674,1673,
226,1,0,1,1,0,0,0,0,0,1,0,0,1896,1,1977,4,1674,1673,
226,1,0,1,1,0,0,0,0,0,1,0,0,1896,1,1977,4,1674,1673,
45,0,0,1,1,0,0,0,0,0,0,0,1,1715,1,1977,13,1683,1673,
45,0,0,1,1,0,0,0,0,0,1,0,1,1715,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
13,1,0,1,1,1,0,0,0,0,1,0,0,1683,1,1977,6,1676,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
13,1,0,1,1,1,0,0,0,0,1,0,0,1683,1,1977,6,1676,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
13,1,0,1,1,1,0,0,0,0,1,0,0,1683,1,1977,6,1676,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
13,1,0,1,1,1,0,0,0,0,1,0,0,1683,1,1977,6,1676,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,0,0,0,0,0,0,0,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
56,0,0,1,1,1,0,0,0,0,1,0,0,1726,1,1977,13,1683,1673,
13,0,0,1,1,0,0,0,0,0,1,0,0,1683,1,1977,13,1683,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,13,1683,1673,
13,0,0,1,1,1,1,0,0,0,1,0,1,1683,1,1977,13,1683,1673,
13,0,0,1,1,1,1,0,0,0,1,0,1,1683,1,1977,13,1683,1673,
13,0,0,1,1,1,1,0,0,0,1,0,1,1683,1,1977,13,1683,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,13,1683,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,44,1714,1673,
44,1,0,1,0,0,1,0,0,0,1,0,0,1714,1,1977,44,1714,1673,
44,1,0,1,1,0,1,0,0,0,1,0,0,1714,1,1977,44,1714,1673,
59,1,0,1,1,0,0,0,0,0,1,0,1,1729,1,1977,49,1718,1673,
49,0,0,1,0,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,0,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,1,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,1,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,1,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,0,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
59,0,0,0,0,0,0,0,0,0,0,0,1,1729,1,1977,49,1718,1673,
59,0,0,0,0,0,0,0,0,0,0,0,1,1729,1,1977,49,1718,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,252,1921,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,252,1921,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,252,1921,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,252,1921,1673,
97,0,0,1,0,0,0,0,0,0,0,0,0,1767,1,1977,41,1712,1673,
97,0,0,1,0,0,0,0,0,0,0,0,0,1767,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
97,0,0,1,0,0,0,0,0,0,0,0,0,1767,1,1977,41,1712,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,193,1863,1673,
12,1,0,1,1,0,0,0,0,0,1,0,1,1682,1,1977,12,1682,1673,
98,0,0,1,0,0,0,0,0,0,0,0,0,1768,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
52,0,0,1,1,0,0,1,0,1,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
52,0,0,1,1,0,0,0,0,0,1,0,1,1722,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,14,1684,1673,
130,0,0,1,1,0,0,0,0,0,1,0,0,1800,1,1977,14,1684,1673,
130,0,0,1,1,0,0,0,0,0,1,0,0,1800,1,1977,14,1684,1673,
130,0,0,1,1,0,0,0,0,0,1,0,0,1800,1,1977,14,1684,1673,
130,0,0,1,1,0,0,0,0,0,1,0,0,1800,1,1977,14,1684,1673,
130,0,0,1,1,0,0,0,0,0,1,0,0,1800,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
20,0,0,1,1,0,0,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,1,1,0,0,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,1,1,0,1,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,1,1,0,1,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,1,1,0,1,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,1,1,0,1,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,20,1688,1673,
14,0,0,1,1,0,0,0,0,0,0,0,0,1684,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
56,0,0,1,1,0,0,0,0,0,1,0,0,1726,1,1977,14,1684,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,14,1684,1673,
55,0,0,1,0,0,0,0,0,0,0,0,0,1725,1,1977,20,1688,1673,
55,0,0,1,0,0,0,0,0,0,0,0,0,1725,1,1977,20,1688,1673,
55,0,0,1,0,0,0,0,0,0,0,0,0,1725,1,1977,20,1688,1673,
20,0,0,0,1,0,0,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,0,1,0,0,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
20,0,0,0,1,0,0,0,0,0,0,0,0,1688,1,1977,20,1688,1673,
55,0,0,1,0,0,0,0,0,0,0,0,0,1725,1,1977,20,1688,1673,
41,0,0,1,0,0,0,0,0,0,1,0,1,1712,1,1977,10,1680,1673,
41,0,0,1,0,0,0,0,0,0,1,0,1,1712,1,1977,10,1680,1673,
41,0,0,1,0,0,0,0,0,0,1,0,1,1712,1,1977,10,1680,1673,
34,1,0,1,1,0,0,0,0,0,1,0,1,1704,1,1977,10,1680,1673,
34,1,0,1,1,0,0,0,0,0,0,0,0,1704,1,1977,10,1680,1673,
34,1,0,1,1,0,0,0,0,0,0,0,0,1704,1,1977,10,1680,1673,
