F83,F71-tallison@apache.org,F71-acoliver@apache.org,F71-kiwiwings@apache.org,F71-sergey@apache.org,F71-klute@apache.org,F71-berlog@apache.org,F71-glens@apache.org,F71-sackley@apache.org,F71-paolo@apache.org,F71-yegor@apache.org,F71-centic@apache.org,F71-jheight@apache.org,F71-ugo@apache.org,F71-maxcom@apache.org,F71-bayard@apache.org,F71-josh@apache.org,F71-avik@apache.org,F71-kiwiwings@unknown,F71-nick@apache.org,F71-cedricwalter@apache.org,F74,F85,F73,F84,F146,F147,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
3596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,438,3705,3270,
2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5513,1,8677,438,3705,3270,
3596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6919,1,8677,438,3705,3270,
2483,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,5750,1,8677,112,3379,3270,
117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3384,1,8677,112,3379,3270,
117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3384,1,8677,112,3379,3270,
117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4973,1,8677,112,3379,3270,
117,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,3384,1,8677,112,3379,3270,
2393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5660,1,8677,112,3379,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1696,4963,3270,
2,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,3269,1,8677,2,3269,3270,
1303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4570,1,8677,1303,4570,3270,
117,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3384,1,8677,112,3379,3270,
31,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,3298,1,8677,2,3269,3270,
74,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3341,1,8677,2,3269,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
74,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3341,1,8677,2,3269,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
2,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,3269,1,8677,2,3269,3270,
1303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4570,1,8677,1303,4570,3270,
1303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4570,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
74,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3341,1,8677,2,3269,3270,
1704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4971,1,8677,1303,4570,3270,
647,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,3914,1,8677,290,3557,3270,
323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,1,8677,290,3557,3270,
323,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,3590,1,8677,290,3557,3270,
323,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,3590,1,8677,290,3557,3270,
323,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,3590,1,8677,290,3557,3270,
323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,1,8677,290,3557,3270,
323,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3590,1,8677,290,3557,3270,
435,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3702,1,8677,290,3557,3270,
435,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3702,1,8677,290,3557,3270,
568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835,1,8677,290,3557,3270,
1897,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5164,1,8677,290,3557,3270,
1897,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5164,1,8677,290,3557,3270,
1897,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5164,1,8677,290,3557,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4001,1,8677,174,3441,3270,
772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,1,8677,174,3441,3270,
772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,1,8677,174,3441,3270,
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,1,8677,174,3441,3270,
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,1,8677,174,3441,3270,
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,1,8677,174,3441,3270,
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,1,8677,174,3441,3270,
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,1,8677,174,3441,3270,
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,174,3441,3270,
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,1,8677,174,3441,3270,
579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3846,1,8677,174,3441,3270,
579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3846,1,8677,174,3441,3270,
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,1,8677,325,3592,3270,
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,1,8677,325,3592,3270,
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,1,8677,325,3592,3270,
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3592,1,8677,325,3592,3270,
678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,1,8677,325,3592,3270,
70,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3337,1,8677,70,3337,3270,
435,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3702,1,8677,70,3337,3270,
435,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3702,1,8677,20,3287,3270,
535,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3802,1,8677,20,3287,3270,
685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3952,1,8677,20,3287,3270,
780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,1,8677,20,3287,3270,
271,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3538,1,8677,20,3287,3270,
271,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3538,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
20,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,3287,1,8677,20,3287,3270,
20,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,3287,1,8677,20,3287,3270,
780,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4047,1,8677,20,3287,3270,
780,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4047,1,8677,20,3287,3270,
780,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4047,1,8677,20,3287,3270,
780,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4047,1,8677,20,3287,3270,
806,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4073,1,8677,20,3287,3270,
325,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3592,1,8677,20,3287,3270,
325,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3592,1,8677,20,3287,3270,
638,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,3905,1,8677,20,3287,3270,
573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,1,8677,20,3287,3270,
321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,3588,1,8677,20,3287,3270,
321,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,3588,1,8677,20,3287,3270,
