F83,F71-mattsicker@unknown,F71-sdeboy@apache.org,F71-bbrouwer@unknown,F71-ggregory@apache.org,F71-rpopma@unknown,F71-rgoers@apache.org,F71-carnold@apache.org,F71-nickwilliams@unknown,F74,F85,F73,F84,F146,F147,
840,1,0,0,1,0,1,0,1,6816,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,0,6816,1,8968,349,6324,5978,
349,1,0,0,1,0,1,0,1,6324,1,8968,349,6324,5978,
558,1,0,0,1,0,1,0,0,6533,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
2,1,0,0,1,0,0,0,0,5977,1,8968,2,5977,5978,
46,0,0,0,1,0,0,0,0,6021,1,8968,2,5977,5978,
46,0,0,0,1,0,0,0,0,6021,1,8968,29,6004,5978,
46,0,0,0,1,0,0,0,0,6021,1,8968,29,6004,5978,
32,1,0,0,1,0,0,0,0,6007,1,8968,32,6007,5978,
132,0,0,0,0,1,0,0,0,6107,1,8968,26,6001,5978,
132,0,0,0,0,1,0,0,0,6107,1,8968,26,6001,5978,
26,0,0,0,1,1,0,0,0,6001,1,8968,26,6001,5978,
26,0,0,0,1,1,0,0,0,6001,1,8968,26,6001,5978,
26,0,0,0,1,0,0,0,0,6001,1,8968,26,6001,5978,
26,0,0,0,1,1,0,0,0,6001,1,8968,26,6001,5978,
26,0,0,0,1,1,0,0,0,6001,1,8968,26,6001,5978,
26,0,0,0,1,1,0,0,0,6001,1,8968,26,6001,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
2991,0,0,0,0,0,0,0,0,0,1,8968,2991,0,5978,
438,0,0,0,1,1,1,0,0,6413,1,8968,27,6002,5978,
438,0,0,0,1,1,1,0,0,6413,1,8968,27,6002,5978,
438,0,0,0,1,1,0,0,0,6413,1,8968,27,6002,5978,
27,0,0,0,1,0,1,0,0,6002,1,8968,27,6002,5978,
303,0,0,0,1,0,0,0,0,6278,1,8968,27,6002,5978,
558,0,0,0,1,0,1,0,0,6533,1,8968,558,6533,5978,
558,0,0,0,1,0,1,0,0,6533,1,8968,558,6533,5978,
558,0,0,0,1,0,1,0,0,6533,1,8968,558,6533,5978,
133,0,0,0,1,1,1,0,0,6108,1,8968,133,6108,5978,
133,0,0,0,1,1,1,0,0,6108,1,8968,133,6108,5978,
133,0,1,0,1,1,1,0,0,6108,1,8968,133,6108,5978,
133,0,1,0,1,1,1,0,0,6108,1,8968,133,6108,5978,
438,0,0,0,1,0,0,0,0,6413,1,8968,32,6007,5978,
438,0,0,0,1,0,0,0,0,6413,1,8968,32,6007,5978,
647,1,0,0,1,1,1,0,1,6623,1,8968,32,6007,5978,
840,1,0,0,1,0,1,0,1,6816,1,8968,32,6007,5978,
840,1,0,0,1,0,1,0,1,6816,1,8968,32,6007,5978,
32,1,0,0,1,1,1,0,1,6007,1,8968,32,6007,5978,
32,1,0,0,1,1,1,0,1,6007,1,8968,32,6007,5978,
32,1,0,0,1,1,1,0,1,6007,1,8968,32,6007,5978,
10,0,0,0,1,1,1,0,1,5985,1,8968,10,5985,5978,
145,0,0,0,1,1,1,0,1,6120,1,8968,10,5985,5978,
1412,0,0,0,1,0,1,0,1,7388,1,8968,10,5985,5978,
1412,0,0,0,1,0,1,0,1,7388,1,8968,10,5985,5978,
145,0,0,0,1,1,1,0,1,6120,1,4375,10,5985,5978,
438,0,0,0,1,0,1,0,1,6413,1,8968,10,5985,5978,
1412,0,0,0,1,0,1,0,1,7388,1,8968,10,5985,5978,
133,0,0,0,1,1,1,0,0,6108,1,8968,10,5985,5978,
133,0,0,0,1,1,1,0,0,6108,1,8968,10,5985,5978,
133,0,0,0,1,1,0,0,0,6108,1,8968,10,5985,5978,
133,0,0,0,1,1,0,0,0,6108,1,8968,10,5985,5978,
145,0,0,0,1,1,1,0,1,6120,1,8968,10,5985,5978,
145,0,0,0,1,1,1,0,1,6120,1,8968,10,5985,5978,
1152,0,0,0,1,1,1,0,1,7128,1,8968,25,6000,5978,
401,1,0,0,1,1,1,0,0,6376,1,8968,25,6000,5978,
32,1,0,0,1,1,1,0,1,6007,1,8968,32,6007,5978,
28,1,0,0,1,0,1,0,0,6003,1,8968,9,5984,5978,
28,0,0,0,1,0,0,0,0,6003,1,8968,9,5984,5978,
28,1,0,0,1,0,1,0,0,6003,1,8968,9,5984,5978,
867,1,0,0,0,0,0,0,0,6843,1,8968,28,6003,5978,
145,0,0,0,1,1,1,0,0,6120,1,8968,28,6003,5978,
28,0,0,1,1,1,1,0,1,6003,1,8968,28,6003,5978,
133,0,0,0,1,1,1,0,1,6108,1,8968,28,6003,5978,
133,0,0,0,1,1,1,0,1,6108,1,8968,28,6003,5978,
28,0,0,0,1,0,1,0,0,6003,1,8968,28,6003,5978,
28,0,0,0,1,0,1,0,0,6003,1,8968,28,6003,5978,
438,1,0,0,1,0,1,0,1,6413,1,8968,438,6413,5978,
438,1,0,0,1,0,1,0,1,6413,1,8968,438,6413,5978,
