PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/log4j/BasicConfigurationFactory.java,,52-65,[        public BasicConfiguration() {,             super(ConfigurationSource.NULL_SOURCE);, ,             final LoggerConfig root = getRootLogger();,             setName("BasicConfiguration");,             final String levelName = System.getProperty(DEFAULT_LEVEL);,             final Level level = (levelName != null && Level.getLevel(levelName) != null) ? Level.getLevel(levelName),                     : Level.DEBUG;,             root.setLevel(level);,         }, ,         @Override,         protected void doConfigure() {,         }],,
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/logging/log4j/core/filter/BurstFilterTest.java,,38-38,[    public static InitialLoggerContext context = new InitialLoggerContext(CONFIG);],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/filter/BurstFilterTest.java,test,68-68,[        List<String> msgs = app.getMessages();],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/filter/BurstFilterTest.java,test,66-66,[            assertTrue("Incorrect number of available slots", filter.getAvailable() < 100);],,test,72-72,[        assertTrue("Incorrect number of available slots", filter.getAvailable() < 100);],,
BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,org/apache/logging/log4j/core/filter/RegexFilterTest.java,TestNoMsg,61-68,[        final RegexFilter filter = RegexFilter.createFilter(Pattern.compile(".* test .*"), false, null, null);,         filter.start();,         assertTrue(filter.isStarted());,         assertSame(Filter.Result.DENY, filter.filter(null, Level.DEBUG, null, (String) null, (Throwable) null));,         assertSame(Filter.Result.DENY, filter.filter(null, Level.DEBUG, null, (Message) null, (Throwable) null));,         assertSame(Filter.Result.DENY, filter.filter(null, Level.DEBUG, null, null, (Object[]) null));, ,     }],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testNullLevelReplacedWithOFF,179-179,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testNullLevelReplacedWithOFF,179-179,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testNullLevelReplacedWithOFF,179-179,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testTimestampGeneratedByClock,189-189,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testTimestampGeneratedByClock,189-189,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/impl/Log4jLogEventTest.java,testTimestampGeneratedByClock,189-189,[        final Log4jLogEvent evt = new Log4jLogEvent("some.test", marker, Strings.EMPTY, NULL_LEVEL, new SimpleMessage(],,
STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,org/apache/logging/log4j/core/impl/ReflectionComparison.java,testCreateObjects,92-92,[            new StringFormattedMessage("Hello %1", i);],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/impl/ThrowableProxy.java,toSuppressedProxies,655-655,[        return null;],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/impl/ThrowableProxy.java,toCacheEntry,553-553,[            } catch (final Exception ex) {],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/jackson/LevelMixInTest.java,testContainer,87-87,[        final ObjectReader fixtureReader = log4jObjectMapper.reader(Fixture.class);],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/jackson/LevelMixInTest.java,testNameOnly,97-97,[        final Level actual = reader.readValue(str);],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/jackson/LevelMixInTest.java,testContainer,85-85,[        final String str = writer.writeValueAsString(expected);],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/jackson/LevelMixInTest.java,testNameOnly,95-95,[        final String str = writer.writeValueAsString(expected);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/logging/log4j/core/jackson/ListOfMapEntryDeserializer.java,,46-46,[        final List<MapEntry> list = jp.readValueAs(new TypeReference<List<MapEntry>>() {],,
PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,org/apache/logging/log4j/core/jackson/Log4jStackTraceElementDeserializer.java,deserialize,65-65,[                            lineNumber = Integer.valueOf(jp.getText().trim()).intValue();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/logging/log4j/core/jackson/MutableThreadContextStackDeserializer.java,,46-46,[        final List<String> list = jp.readValueAs(new TypeReference<List<String>>() {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/jmx/LoggerContextAdmin.java,setConfigText,203-203,[        } catch (final Exception ex) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/jmx/Server.java,reregisterMBeansAfterReconfigure,161-161,[        } catch (final Exception ex) {],,
CORRECTNESS,VA_FORMAT_STRING_EXTRA_ARGUMENTS_PASSED,org/apache/logging/log4j/core/jmx/Server.java,unregisterContextSelector,264-264,[        final String search = String.format(pattern, escape(contextName), "*");],,
CORRECTNESS,VA_FORMAT_STRING_EXTRA_ARGUMENTS_PASSED,org/apache/logging/log4j/core/jmx/Server.java,unregisterLoggerContext,228-228,[        final String search = String.format(pattern, escape(contextName), "*");],,
CORRECTNESS,VA_FORMAT_STRING_EXTRA_ARGUMENTS_PASSED,org/apache/logging/log4j/core/jmx/Server.java,unregisterStatusLogger,258-258,[        final String search = String.format(pattern, escape(contextName), "*");],,
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,org/apache/logging/log4j/core/jmx/Server.java,registerAppenders,339-339,[            final Appender appender = map.get(name);],,
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,org/apache/logging/log4j/core/jmx/Server.java,registerLoggerConfigs,322-322,[            final LoggerConfig cfg = map.get(name);],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/layout/AbstractJacksonLayout.java,,39-39,[        this.compact = compact;],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/logging/log4j/core/layout/AbstractStringLayout.java,<init>,41-41,[    }],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/layout/JsonLayout.java,getFooter,824-824,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/layout/JsonLayout.java,getHeader,808-808,[            return null;],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/layout/PatternLayout.java,createPatternParser,205-205,[            return new PatternParser(config, KEY, LogEventPatternConverter.class);],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/layout/PatternLayout.java,toBytes,131-131,[        return null;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testHeaderFooter,177-177,[        assertTrue("expected \"Hello world Header\", actual \"" + new String(header) + '"',],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testMdcPattern,106-106,[        assertEquals(expectedStr, new String(result));],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testRegex,116-116,[        assertEquals("org/apache/logging/log4j/core/layout/PatternLayoutTest Hello, world!", new String(result));],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testSpecialChars,188-188,[        assertEquals("\\INFO\tHello, world!\n\torg.apache.logging.log4j.core.layout.PatternLayoutTest\r\n\f",],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testUnixTime,141-141,[        assertEquals(event1.getTimeMillis() / 1000 + " Hello, world 1!", new String(result1));],,testUnixTime,146-146,[        assertEquals(event2.getTimeMillis() / 1000 + " Hello, world 2!", new String(result2));],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testUnixTime,125-125,[        assertEquals(event1.getTimeMillis() + " Hello, world 1!", new String(result1));],,testUnixTime,130-130,[        assertEquals(event2.getTimeMillis() + " Hello, world 2!", new String(result2));],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testUnixTimeMillis,157-157,[        assertEquals(event1.getTimeMillis() + " Hello, world 1!", new String(result1));],,testUnixTimeMillis,162-162,[        assertEquals(event2.getTimeMillis() + " Hello, world 2!", new String(result2));],,
PERFORMANCE,DM_STRING_CTOR,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testHeaderFooter,177-177,[        assertTrue("expected \"Hello world Header\", actual \"" + new String(header) + '"',],,
PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,testUnixTime,120-132,[        final PatternLayout layout = PatternLayout.newBuilder().withPattern(pattern + " %m"),                 .withConfiguration(ctx.getConfiguration()).build();,         final LogEvent event1 = new Log4jLogEvent(this.getClass().getName(), null,,                 "org.apache.logging.log4j.core.Logger", Level.INFO, new SimpleMessage("Hello, world 1!"), null);,         final byte[] result1 = layout.toByteArray(event1);,         assertEquals(event1.getTimeMillis() + " Hello, world 1!", new String(result1));,         // System.out.println("event1=" + event1.getMillis());,         final LogEvent event2 = new Log4jLogEvent(this.getClass().getName(), null,,                 "org.apache.logging.log4j.core.Logger", Level.INFO, new SimpleMessage("Hello, world 2!"), null);,         final byte[] result2 = layout.toByteArray(event2);,         assertEquals(event2.getTimeMillis() + " Hello, world 2!", new String(result2));,         // System.out.println("event2=" + event2.getMillis());,     }],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,,69-69,[    Logger root = ctx.getLogger("");],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,,46-46,[    static String OUTPUT_FILE = "target/output/PatternParser";],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,,48-48,[    static String WITNESS_FILE = "witness/PatternParser";],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/layout/PatternLayoutTest.java,,45-45,[    static String msgPattern = "%m%n";],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/layout/Rfc5424Layout.java,createPatternParser,226-226,[            return new PatternParser(config, PatternLayout.KEY, LogEventPatternConverter.class, filterClass);],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/layout/Rfc5424Layout.java,,137-137,[        this.eventPrefix = eventPrefix;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/layout/Rfc5424Layout.java,,581-584,[    private class NoopChecker implements ListChecker {,         @Override,         public boolean check(final String key) {,             return true;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/layout/Rfc5424Layout.java,,685-709,[        public StructuredDataElement(final Map<String, String> fields, final boolean discardIfEmpty) {,             this.discardIfEmpty = discardIfEmpty;,             this.fields = fields;,         }, ,         boolean discard() {,             if (discardIfEmpty == false) {,                 return false;,             },             boolean foundNotEmptyValue = false;,             for (final Map.Entry<String, String> entry : fields.entrySet()) {,                 if (Strings.isNotEmpty(entry.getValue())) {,                     foundNotEmptyValue = true;,                     break;,                 },             },             return !foundNotEmptyValue;,         }, ,         void union(final Map<String, String> fields) {,             this.fields.putAll(fields);,         }, ,         Map<String, String> getFields() {,             return this.fields;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/layout/SerializedLayout.java,,124-130,[        public PrivateObjectOutputStream(final OutputStream os) throws IOException {,             super(os);,         }, ,         @Override,         protected void writeStreamHeader() {,         }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/logging/log4j/core/layout/SerializedLayoutTest.java,testSerialization,152-152,[        final FileOutputStream fos = new FileOutputStream(DAT_PATH);],,testSerialization,153-153,[        fos.write(layout.getHeader());],,
BAD_PRACTICE,OS_OPEN_STREAM,org/apache/logging/log4j/core/layout/SerializedLayoutTest.java,testDeserialization,163-163,[        final ObjectInputStream ois = new ObjectInputStream(fis);],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/layout/XmlLayout.java,getFooter,231-231,[            return null;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/layout/XmlLayout.java,getHeader,208-208,[            return null;],,
BAD_PRACTICE,SE_BAD_FIELD_INNER_CLASS,org/apache/logging/log4j/core/lookup/DateLookupTest.java,,42-52,[    private class MyLogEvent extends AbstractLogEvent {,         /**,          * Generated serial version ID.,          */,         private static final long serialVersionUID = -2663819677970643109L;, ,         @Override,         public long getTimeMillis() {,             final Calendar cal = Calendar.getInstance();,             cal.set(2011, 11, 30, 10, 56, 35);,             return cal.getTimeInMillis();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/lookup/DateLookupTest.java,,42-52,[    private class MyLogEvent extends AbstractLogEvent {,         /**,          * Generated serial version ID.,          */,         private static final long serialVersionUID = -2663819677970643109L;, ,         @Override,         public long getTimeMillis() {,             final Calendar cal = Calendar.getInstance();,             cal.set(2011, 11, 30, 10, 56, 35);,             return cal.getTimeInMillis();],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/lookup/Interpolator.java,<init>,82-82,[            } catch (final Exception ignored) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/lookup/Interpolator.java,<init>,54-54,[            } catch (final Exception ex) {],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/lookup/JndiLookupTest.java,after,50-50,[            context.close();],,
CORRECTNESS,BSHIFT_WRONG_ADD_PRIORITY,org/apache/logging/log4j/core/net/Priority.java,getValue,70-70,[        return facility.getCode() << 3 + severity.getCode();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/logging/log4j/core/net/SmtpManager.java,,343-349,[                return new Authenticator() {,                     private final PasswordAuthentication passwordAuthentication =,                         new PasswordAuthentication(username, password);, ,                     @Override,                     protected PasswordAuthentication getPasswordAuthentication() {,                         return passwordAuthentication;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/SocketMessageLossTest.java,testSocket,67-67,[            final BufferedReader reader = new BufferedReader(new InputStreamReader(futureIn.get()));],,
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/logging/log4j/core/net/SocketMessageLossTest.java,,47-47,[    public static InitialLoggerContext context = new InitialLoggerContext(CONFIG);],,
BAD_PRACTICE,OS_OPEN_STREAM,org/apache/logging/log4j/core/net/SocketMessageLossTest.java,testSocket,67-67,[            final BufferedReader reader = new BufferedReader(new InputStreamReader(futureIn.get()));],,
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/logging/log4j/core/net/SocketReconnectTest.java,,50-50,[    public static InitialLoggerContext context = new InitialLoggerContext(CONFIG);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/SocketReconnectTest.java,run,144-144,[                    final BufferedReader reader = new BufferedReader(new InputStreamReader(client.getInputStream()));],,
STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,org/apache/logging/log4j/core/net/SocketReconnectTest.java,run,146-146,[                    if (line.equals("Shutdown")) {],,
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/logging/log4j/core/net/SocketTest.java,,42-42,[    public static InitialLoggerContext context = new InitialLoggerContext(CONFIG);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/net/SslSocketManager.java,,118-118,[        private class TlsSocketManagerFactoryException extends Exception {],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/net/TcpSocketManager.java,,207-207,[                        connector = null;],,,115-115,[            if (connector != null && !immediateFail) {],,,116-116,[                connector.latch();],,,127-127,[                if (retry && connector == null) {],,,128-128,[                    connector = new Reconnector(this);],,,129-129,[                    connector.setDaemon(true);],,,130-130,[                    connector.setPriority(Thread.MIN_PRIORITY);],,,131-131,[                    connector.start();],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,org/apache/logging/log4j/core/net/TcpSocketManager.java,write,118-118,[            if (socket == null) {],,
MT_CORRECTNESS,SC_START_IN_CTOR,org/apache/logging/log4j/core/net/TcpSocketManager.java,<init>,86-86,[            connector.start();],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/net/jms/JmsQueueAppenderTest.java,,56-56,[    Logger root = ctx.getLogger("JmsQueueTest");],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/net/jms/JmsQueueAppenderTest.java,,68-68,[        receiver = new JmsQueueReceiver(FACTORY_NAME, QUEUE_NAME, null, null);],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/net/jms/JmsQueueFailoverTest.java,before,80-80,[        config = ctx.getConfiguration();],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/net/jms/JmsQueueFailoverTest.java,before,81-81,[        listAppender = (ListAppender) config.getAppender("List");],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/net/jms/JmsQueueFailoverTest.java,testReconnect,113-113,[        receiver = new JmsQueueReceiver(FACTORY_NAME, QUEUE_NAME, null, null);],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/net/jms/JmsQueueManager.java,,125-125,[            info.session.close();],,,132-132,[            info.conn.close();],,,138-138,[        info = null;],,,118-118,[        if (info != null) {],,,105-105,[        if (info == null) {],,,109-109,[            super.send(object, info.session, info.sender);],,,106-106,[            info = connect(context, factoryBindingName, queueBindingName, userName, password, false);],,
BAD_PRACTICE,DM_EXIT,org/apache/logging/log4j/core/net/jms/JmsQueueReceiver.java,usage,105-105,[        System.exit(1);],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/net/jms/JmsQueueTest.java,,74-74,[        receiver = new JmsQueueReceiver(FACTORY_NAME, QUEUE_NAME, null, null);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/net/jms/JmsQueueTest.java,,125-139,[        public MessageFilter(final Result onMatch, final Result onMismatch) {,             super(onMatch, onMismatch);,         }, ,         @Override,         public Result filter(final LogEvent event) {,             final StackTraceElement[] stackTrace = Thread.currentThread().getStackTrace();,             for (final StackTraceElement element : stackTrace) {,                 if (element.getMethodName().equals("onMessage")) {,                     return onMatch;,                 } else if (element.getMethodName().equals("testServer")) {,                     return onMismatch;,                 },             },             return onMismatch;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/net/jms/JmsTopicFailoverTest.java,before,79-79,[        config = ctx.getConfiguration();],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/net/jms/JmsTopicFailoverTest.java,before,80-80,[        listAppender = (ListAppender) config.getAppender("List");],,
BAD_PRACTICE,DM_EXIT,org/apache/logging/log4j/core/net/jms/JmsTopicReceiver.java,usage,103-103,[        System.exit(1);],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/net/jms/JmsTopicTest.java,,74-74,[        receiver = new JmsTopicReceiver(FACTORY_NAME, TOPIC_NAME, null, null);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/net/jms/JmsTopicTest.java,,126-140,[        public MessageFilter(final Result onMatch, final Result onMismatch) {,             super(onMatch, onMismatch);,         }, ,         @Override,         public Result filter(final LogEvent event) {,             final StackTraceElement[] stackTrace = Thread.currentThread().getStackTrace();,             for (final StackTraceElement element : stackTrace) {,                 if (element.getMethodName().equals("onMessage")) {,                     return onMatch;,                 } else if (element.getMethodName().equals("testServer")) {,                     return onMismatch;,                 },             },             return onMismatch;],,
PERFORMANCE,URF_UNREAD_FIELD,org/apache/logging/log4j/core/net/mock/MockSyslogServer.java,,28-28,[        this.numberOfMessagesToReceive = numberOfMessagesToReceive;],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/net/mock/MockSyslogServer.java,,30-30,[        this.port = port;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/mock/MockTcpSyslogServer.java,run,58-58,[                            final String line = new String(buffer, 0, i);],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/logging/log4j/core/net/mock/MockTcpSyslogServer.java,run,53-53,[                if (socket != null) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/net/mock/MockTcpSyslogServer.java,run,70-70,[            } catch (final Exception ex) {],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/net/mock/MockTcpSyslogServer.java,shutdown,42-42,[        thread.interrupt();],,
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/logging/log4j/core/net/mock/MockTlsSyslogServer.java,closeSockets,98-98,[            catch(final Exception e) {}],,
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/logging/log4j/core/net/mock/MockTlsSyslogServer.java,shutdown,55-55,[            catch (final Exception e) {],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/net/mock/MockTlsSyslogServer.java,,79-79,[        syslogReader = createTLSSyslogReader(clientSocketInputStream);],,,113-113,[                message = syslogReader.read();],,
MT_CORRECTNESS,NO_NOTIFY_NOT_NOTIFYALL,org/apache/logging/log4j/core/net/mock/MockTlsSyslogServer.java,processFrames,123-123,[            this.notify();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/mock/MockUdpSyslogServer.java,run,48-48,[                final String str = new String(packet.getData(), 0, packet.getLength());],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/net/mock/MockUdpSyslogServer.java,shutdown,36-36,[        thread.interrupt();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/net/server/AbstractSocketServerTest.java,,57-63,[        public ThreadFilter(final Result onMatch, final Result onMismatch) {,             super(onMatch, onMismatch);,         }, ,         @Override,         public Filter.Result filter(final LogEvent event) {,             return event.getThreadName().equals(Thread.currentThread().getName()) ? onMatch : onMismatch;],,
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/logging/log4j/core/net/server/JsonInputStreamLogEventBridge.java,getEventIndices,59-74,[                switch (c) {,                 case EVENT_START_MARKER:,                     if (!inStr) {,                         stack++;,                     },                     break;,                 case EVENT_END_MARKER:,                     if (!inStr) {,                         stack--;,                     },                     break;,                 case JSON_STR_DELIM:,                     inStr = !inStr;,                     break;,                 case JSON_ESC:,                     inEsc = true;],,
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/logging/log4j/core/net/server/TcpSocketServer.java,run,74-74,[                    } catch (final Exception ex) {],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/server/UdpSocketServer.java,main,105-105,[        final BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));],,
PERFORMANCE,SS_SHOULD_BE_STATIC,org/apache/logging/log4j/core/net/server/UdpSocketServer.java,,124-124,[    private final int maxBufferSize = 1024 * 65 + 1024;],,
STYLE,EQ_DOESNT_OVERRIDE_EQUALS,org/apache/logging/log4j/core/net/ssl/StoreConfiguration.java,equals,70-94,[        if (this == obj) {,             return true;,         },         if (obj == null) {,             return false;,         },         if (!(obj instanceof StoreConfiguration)) {,             return false;,         },         final StoreConfiguration<?> other = (StoreConfiguration<?>) obj;,         if (this.location == null) {,             if (other.location != null) {,                 return false;,             },         } else if (!this.location.equals(other.location)) {,             return false;,         },         if (this.password == null) {,             if (other.password != null) {,                 return false;,             },         } else if (!this.password.equals(other.password)) {,             return false;,         },         return true;],,
STYLE,EQ_DOESNT_OVERRIDE_EQUALS,org/apache/logging/log4j/core/net/ssl/StoreConfiguration.java,equals,70-94,[        if (this == obj) {,             return true;,         },         if (obj == null) {,             return false;,         },         if (!(obj instanceof StoreConfiguration)) {,             return false;,         },         final StoreConfiguration<?> other = (StoreConfiguration<?>) obj;,         if (this.location == null) {,             if (other.location != null) {,                 return false;,             },         } else if (!this.location.equals(other.location)) {,             return false;,         },         if (this.password == null) {,             if (other.password != null) {,                 return false;,             },         } else if (!this.password.equals(other.password)) {,             return false;,         },         return true;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/ssl/LegacyBsdTlsSyslogInputStreamReader.java,read,51-51,[                message = buffer.toString();],,read,57-57,[        message = buffer.toString();],,
CORRECTNESS,EQ_SELF_USE_OBJECT,org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,equals,209-228,[        if (config == null) {,             return false;,         }, ,         boolean keyStoreEquals = false;,         boolean trustStoreEquals = false;, ,         if (keyStoreConfig != null) {,             keyStoreEquals = keyStoreConfig.equals(config.keyStoreConfig);,         } else {,             keyStoreEquals = keyStoreConfig == config.keyStoreConfig;,         }, ,         if (trustStoreConfig != null) {,             trustStoreEquals = trustStoreConfig.equals(config.trustStoreConfig);,         } else {,             trustStoreEquals = trustStoreConfig == config.trustStoreConfig;,         }, ,         return keyStoreEquals && trustStoreEquals;],,
BAD_PRACTICE,HE_EQUALS_USE_HASHCODE,org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,equals,209-228,[        if (config == null) {,             return false;,         }, ,         boolean keyStoreEquals = false;,         boolean trustStoreEquals = false;, ,         if (keyStoreConfig != null) {,             keyStoreEquals = keyStoreConfig.equals(config.keyStoreConfig);,         } else {,             keyStoreEquals = keyStoreConfig == config.keyStoreConfig;,         }, ,         if (trustStoreConfig != null) {,             trustStoreEquals = trustStoreConfig.equals(config.trustStoreConfig);,         } else {,             trustStoreEquals = trustStoreConfig == config.trustStoreConfig;,         }, ,         return keyStoreEquals && trustStoreEquals;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/net/ssl/SslConfigurationTest.java,connectionFailsWithoutValidServerCertificate,54-54,[        os.write("GET config/login_verify2?".getBytes());],,
